Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance
IW,IW,26/05/2023,E01011477,IMG_5315.JPG,24/05/2023,KL_ECBS_07_09,KL_ECBS_07,,,10,2,5,Strictly Ballroom the musical,The Grand Theatre and Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5315.JPG,24/05/2023,KL_ECBS_07_10,KL_ECBS_07,,,10,2,5,Rocky horror show,The Grand Theatre and Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5316.JPG,24/05/2023,KL_ECBS_08_01,KL_ECBS_08,,,13,2,5,Broadband,TalkTalk,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5318.JPG,24/05/2023,KL_ECBS_09_01,KL_ECBS_09,,,3,3,5,Artisan real estate ,Artisan,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5319.JPG,24/05/2023,KL_ECBS_10_01,KL_ECBS_10,,,6,2,5,Artisan real estate ,Artisan,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5320.JPG,24/05/2023,KL_ECBS_11_01,KL_ECBS_11,,,6,2,5,Artisan real estate ,Artisan,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5321.JPG,24/05/2023,KL_ECBS_12_01,KL_ECBS_12,,,8,3,5,Clean air Leeds,Leeds City Council,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5322.JPG,24/05/2023,KL_ECBS_13_01,KL_ECBS_13,,,8,3,5,Halifax Bank,Halifax Bank,1,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5323.JPG,24/05/2023,KL_ECBS_14_01,KL_ECBS_14,,,8,3,5,Flowers,Prestige flowers,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5324.JPG,24/05/2023,KL_ECBS_15_01,KL_ECBS_15,,,1,2,5,MacMillan Cancer Support,MacMillan Cancer Support,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5325.JPG,24/05/2023,KL_ECBS_16_01,KL_ECBS_16,,,1,2,1,Ferrero rocher confetteria raffaello,Forrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/313515644,g,47,188,https://www.tesco.com/groceries/en-GB/products/313515644,3,https://www.tesco.com/groceries/en-GB/products/313515644,24.8,20.4,26.9,79.2,362,0,5.2,0,19,1,1
IW,IW,26/05/2023,E01011477,IMG_5325.JPG,24/05/2023,KL_ECBS_16_01,KL_ECBS_16,,,1,2,1,Ferrero rocher classic,Forrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,27.8,14,26.2,70.8,390,0,5,0,17,1,1
IW,IW,26/05/2023,E01011477,IMG_5326.JPG,24/05/2023,KL_ECBS_17_01,KL_ECBS_17,,,1,2,5,Nationwide fairer share,Nationwide ,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5327.JPG,24/05/2023,KL_ECBS_18_01,KL_ECBS_18,,,1,2,5,5 mornings,Channel 5,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5327.JPG,24/05/2023,KL_ECBS_18_01,KL_ECBS_18,,,1,2,5,5 news,Channel 5,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5329.JPG,24/05/2023,KL_ECBS_19_01,KL_ECBS_19,,,1,2,5,5 mornings,Channel 5,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5329.JPG,24/05/2023,KL_ECBS_19_01,KL_ECBS_19,,,1,2,5,5 news,Channel 5,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5330.JPG,24/05/2023,KL_ECBS_20_01,KL_ECBS_20,,,1,2,5,Clothing,JD Williams,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5332.JPG,24/05/2023,KL_ECBS_21_01,KL_ECBS_21,,,1,2,5,Clothing,JD Williams,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5333.JPG,24/05/2023,KL_ECBS_22_01,KL_ECBS_22,,,1,2,5,5 mornings,Channel 5,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5333.JPG,24/05/2023,KL_ECBS_22_01,KL_ECBS_22,,,1,2,5,5 news,Channel 5,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5335.JPG,24/05/2023,KL_ECBS_23_01,KL_ECBS_23,,,12,1,5,British weight lifting,British weight lifting,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5335.JPG,24/05/2023,KL_ECBS_23_01,KL_ECBS_23,,,12,1,5,Printing company ,The city press Leeds,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5338.JPG,24/05/2023,KL_ECBS_24_01,KL_ECBS_24,,,12,1,5,Printing company ,The city press Leeds,1,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5345.JPG,24/05/2023,KL_ECBS_25_01,KL_ECBS_25,,,4,3,5,The Kardashians close up and personal,Disney+,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,Married at first sight UK,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,First dates ,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,Celebs go dating,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,The Great British Bake Off,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,Gogglebox,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,The dog house ,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5346.JPG,24/05/2023,KL_ECBS_25_02,KL_ECBS_25,,,4,3,5,Rise & Fall,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5348.JPG,24/05/2023,KL_ECBS_25_03,KL_ECBS_25,,,4,3,5,National rail ,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,Before we die,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,The good wife,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,Somewhere boy,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,It's a sin ,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,The light in the hall,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,Help,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5349.JPG,24/05/2023,KL_ECBS_25_04,KL_ECBS_25,,,4,3,5,ER,Channel 4,0,Global,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5350.JPG,24/05/2023,KL_ECBS_26_01,KL_ECBS_26,,,1,2,1,Mcplant,McDonald's,0,Clear Channel,4.29,McDonald's app,g,164,164,SL image,2,https://www.mcdonalds.com/gb/en-gb/product/vegan-mcplant.html,12.2,4.02,6.1,536.59,261.59,2.8,11.59,34.76,11,1,1
IW,IW,26/05/2023,E01011477,IMG_5351.JPG,24/05/2023,KL_ECBS_27_01,KL_ECBS_27,,,1,2,3,Guinness,Guinness,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5354.JPG,24/05/2023,KL_ECBS_28_01,KL_ECBS_28,,,1,2,3,Guinness,Guinness,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5355.JPG,24/05/2023,KL_ECBS_29_01,KL_ECBS_29,,,1,2,5,Advertising space,Clear channel,1,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5356.JPG,24/05/2023,KL_ECBS_30_01,KL_ECBS_30,,,8,3,5,Circus Mondao,Circus Mondao,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5357.JPG,24/05/2023,KL_ECBS_31_01,KL_ECBS_31,,,1,2,3,Guinness,Guinness,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5358.JPG,24/05/2023,KL_ECBS_32_01,KL_ECBS_32,,,1,2,1,Goodfella's fully-loaded pepperoni pizza,Goodfella's,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/307159890,g,262,524,https://www.tesco.com/groceries/en-GB/products/307159890,3,https://www.tesco.com/groceries/en-GB/products/307159890,12,4.7,1.1,352,260,2.1,10,0,3,0,0
IW,IW,26/05/2023,E01011477,IMG_5359.JPG,24/05/2023,KL_ECBS_33_01,KL_ECBS_33,,,12,1,5,The waste team,The Waste Team,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5360.JPG,24/05/2023,KL_ECBS_34_01,KL_ECBS_34,,,1,2,1,Goodfella's stonebaked margarita,Goodfella's,0,Clear Channel,2.49,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,g,172.5,345,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,9.7,5,1.2,280,243,2,12,0,3,0,0
IW,IW,26/05/2023,E01011477,IMG_5361.JPG,24/05/2023,KL_ECBS_35_01,KL_ECBS_35,,,1,2,3,Guinness,Guinness,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5362.JPG,24/05/2023,KL_ECBS_36_01,KL_ECBS_36,,,12,1,5,The waste team,The Waste Team,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5363.JPG,24/05/2023,KL_ECBS_37_01,KL_ECBS_37,,,1,2,3,Guinness,Guinness,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5364.JPG,24/05/2023,KL_ECBS_38_01,KL_ECBS_38,,,1,2,3,Guinness,Guinness,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5366.JPG,24/05/2023,KL_ECBS_39_01,KL_ECBS_39,,,1,2,3,Strawberry daiguiri can,Funkin,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5367.JPG,24/05/2023,KL_ECBS_40_01,KL_ECBS_40,,,6,2,5,Artisan real estate ,Artisan,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5368.JPG,24/05/2023,KL_ECBS_41_01,KL_ECBS_41,,,13,2,5,Broadband,BT,0,,,,,,,,,,,,,,,,,,,,
IW,IW,26/05/2023,E01011477,IMG_5328.JPG,24/05/2023,KL_ECBS_42_01,KL_ECBS_42,,,14,2,5,Leeds 10k ,Leeds 10k,0,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5432.JPG,25/05/2023,HR_GWWW_01_01,HR_GWWW_01,,,3,3,5,DLA piper,DLA piper,1,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5433.JPG,25/05/2023,HR_GWWW_01_01,HR_GWWW_01,,,3,3,5,DLA piper,DLA piper,1,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5435.JPG,25/05/2023,HR_GWWW_02_01,HR_GWWW_02,,,14,3,5,Parkinsons Disease UK ,Parkinsons Disease UK ,1,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5436.JPG,25/05/2023,HR_GWWW_03_01,HR_GWWW_03,,,10,2,5,Revolution call lane day party ,Revolution ,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5436.JPG,25/05/2023,HR_GWWW_03_02,HR_GWWW_03,,,10,2,5,Leeds Tattoo Expo,Leeds Tattoo Expo,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5438.JPG,25/05/2023,HR_GWWW_03_03,HR_GWWW_03,,,10,2,5,Belgrave Music Hall and Canteen event,Belgrave Music Hall and Canteen,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5438.JPG,25/05/2023,HR_GWWW_03_04,HR_GWWW_03,,,10,2,5,Leeds Poetry Festival 2023,Leeds Poetry Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5439.JPG,25/05/2023,HR_GWWW_03_05,HR_GWWW_03,,,10,2,5,Sonia Boyce Exhibition,Leeds Art Gallery,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5439.JPG,25/05/2023,HR_GWWW_03_06,HR_GWWW_03,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5439.JPG,25/05/2023,HR_GWWW_03_07,HR_GWWW_03,,,10,2,5,Dirty Dancing (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5440.JPG,25/05/2023,HR_GWWW_03_08,HR_GWWW_03,,,10,2,5,Degrees,Academy of Live Technology,1,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5440.JPG,25/05/2023,HR_GWWW_03_09,HR_GWWW_03,,,10,2,5,Raggae Party,Jamaica Society Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5441.JPG,25/05/2023,HR_GWWW_04_01,HR_GWWW_04,,,3,3,5,Bone and muscle health clinic,DXA strong,0,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5441.JPG,25/05/2023,HR_GWWW_04_02,HR_GWWW_04,,,10,2,5,Apartments,The Headline,0,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5442.JPG,25/05/2023,HR_GWWW_05_01,HR_GWWW_05,,,10,2,3,Jack Daniel's and Coca Cola pre-mixed can,Jack Daniels,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5442.JPG,25/05/2023,HR_GWWW_05_02,HR_GWWW_05,,,10,2,5,Dirty Dancing (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5442.JPG,25/05/2023,HR_GWWW_05_03,HR_GWWW_05,,,10,2,5,The Commitments (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5444.JPG,25/05/2023,HR_GWWW_05_04,HR_GWWW_05,,,10,2,5,Leeds Jazz Festival,Leeds Jazz Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5444.JPG,25/05/2023,HR_GWWW_05_05,HR_GWWW_05,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5444.JPG,25/05/2023,HR_GWWW_05_06,HR_GWWW_05,,,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5445.JPG,25/05/2023,HR_GWWW_05_07,HR_GWWW_05,,,10,2,5,Degrees,Academy of Live Technology,1,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5445.JPG,25/05/2023,HR_GWWW_05_08,HR_GWWW_05,,,10,2,5,Leeds Poetry Festival 2023,Leeds Poetry Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5446.JPG,25/05/2023,HR_GWWW_05_09,HR_GWWW_05,,,10,2,5,Revolution call lane day party ,Revolution ,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5446.JPG,25/05/2023,HR_GWWW_05_10,HR_GWWW_05,,,10,2,5,Rocky horror show,The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5446.JPG,25/05/2023,HR_GWWW_05_11,HR_GWWW_05,,,10,2,5,Strictly Ballroom the musical,The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5447.JPG,25/05/2023,HR_GWWW_06_01,HR_GWWW_06,,,4,3,5,Ovarian Cancer,Target Ovarian Cancer,0,City Outdoor,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5451.JPG,25/05/2023,HR_GWWW_07_01,HR_GWWW_07,,,1,2,5,OCT Scan,Specsavers,0,Clear channel,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5452.JPG,25/05/2023,HR_GWWW_08_01,HR_GWWW_08,,,1,2,1,Spicy big tasty ,McDonald's,0,Clear channel,6.49,McDonald's app,,300,300,"SL image big tasty with bacon (minus onion, 10g)",2,https://www.mcdonalds.com/gb/en-gb/product/spicy-big-tasty.html,15.33,6.33,2.97,480,270.33,1.37,16.67,15.67,13,1,1
IW,IW,30/05/2023,E01033015,IMG_5453.JPG,25/05/2023,HR_GWWW_09_01,HR_GWWW_09,,,12,1,1,Mumtaz Restaurant,Mumtaz,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5454.JPG,25/05/2023,HR_GWWW_10_01,HR_GWWW_10,,,12,1,1,Mumtaz food,Mumtaz,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5455.JPG,25/05/2023,HR_GWWW_11_01,HR_GWWW_11,,,6,2,5,Of Mice and Men (play),Leeds Play House,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5455.JPG,25/05/2023,HR_GWWW_11_02,HR_GWWW_11,,,6,2,5,Leeds Tattoo Expo,Leeds Tattoo Expo,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5455.JPG,25/05/2023,HR_GWWW_11_03,HR_GWWW_11,,,6,2,5,The Bodyguard (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5456.JPG,25/05/2023,HR_GWWW_12_01,HR_GWWW_12,,,10,2,5,Leeds Jazz Festival,Leeds Jazz Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5456.JPG,25/05/2023,HR_GWWW_12_02,HR_GWWW_12,,,10,2,5,Ferocious (event),TAM Events,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5456.JPG,25/05/2023,HR_GWWW_12_03,HR_GWWW_12,,,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5457.JPG,25/05/2023,HR_GWWW_12_04,HR_GWWW_12,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5457.JPG,25/05/2023,HR_GWWW_12_05,HR_GWWW_12,,,10,2,5,The Commitments (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5457.JPG,25/05/2023,HR_GWWW_12_06,HR_GWWW_12,,,10,2,5,The Hives show,Live at Leeds Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5458.JPG,25/05/2023,HR_GWWW_12_07,HR_GWWW_12,,,10,2,5,Henry Moore Institute,Henry Moore Institute,1,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5458.JPG,25/05/2023,HR_GWWW_12_08,HR_GWWW_12,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5458.JPG,25/05/2023,HR_GWWW_12_09,HR_GWWW_12,,,10,2,5,Two Door Cinema Club,Live at Leeds Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5459.JPG,25/05/2023,HR_GWWW_12_10,HR_GWWW_12,,,10,2,5,The Commitments (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5459.JPG,25/05/2023,HR_GWWW_12_11,HR_GWWW_12,,,10,2,5,Bradford Science Festival,Bradford Science Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5459.JPG,25/05/2023,HR_GWWW_12_12,HR_GWWW_12,,,10,2,5,The Bodyguard (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5460.JPG,25/05/2023,HR_GWWW_13_01,HR_GWWW_13,,,6,2,3,2-4-1 cocktails,TGI Fridays,0,,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5462.JPG,25/05/2023,HR_GWWW_14_01,HR_GWWW_14,,,6,2,5,Degrees,Academy of Live Technology,1,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5462.JPG,25/05/2023,HR_GWWW_14_02,HR_GWWW_14,,,6,2,5,Dirty Dancing (musical),The Grand Theatre and Opera House Leeds,0,Street sites,,,,,,,,,,,,,,,,,,,
IW,IW,30/05/2023,E01033015,IMG_5462.JPG,25/05/2023,HR_GWWW_14_03,HR_GWWW_14,,,6,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street sites,,,,,,,,,,,,,,,,,,,
